,Non-401k Financial Assets,Net Financial Assets,Total Wealth,Age,Income,Family Size,Education,Has Defined Benefit Pension,Is Married,Is Two Earner Household,Eligible for 401K,Has 401K,Has IRA,Owns Home
6164,500.0,-1600.0,-1600.0,36.0,36000.0,4.0,12.0,N,Y,N,N,N,N,Y
6165,3674.0,1174.0,3174.0,25.0,30219.0,4.0,14.0,N,Y,Y,N,N,N,Y
6166,1550.0,50.0,10050.0,38.0,53658.0,3.0,14.0,N,Y,Y,N,N,N,N
6167,550.0,-3980.0,44020.0,54.0,27870.0,4.0,12.0,N,Y,N,N,N,N,Y
6168,14999.0,14999.0,16999.0,62.0,55524.0,3.0,13.0,N,Y,Y,N,N,N,N
6169,136.0,-2364.0,72636.0,46.0,12954.0,5.0,12.0,N,N,N,N,N,N,Y
6170,0.0,0.0,3743.0,25.0,14013.0,1.0,13.0,N,N,N,N,N,N,N
6171,126.0,-11000.0,51000.0,28.0,31824.0,5.0,12.0,N,Y,Y,N,N,N,Y
6172,800.0,-2200.0,-2200.0,32.0,22314.0,7.0,12.0,N,Y,N,N,N,N,N
6173,1038.0,-3248.0,-2248.0,27.0,25995.0,5.0,12.0,N,Y,Y,N,N,N,N
6174,8000.0,15000.0,49500.0,33.0,50751.0,4.0,16.0,N,Y,N,N,N,Y,Y
6175,400.0,-5600.0,-5600.0,31.0,20880.0,2.0,13.0,N,Y,Y,N,N,N,N
6176,0.0,0.0,0.0,27.0,8286.0,1.0,12.0,N,N,N,N,N,N,N
6177,10000.0,9400.0,9400.0,31.0,32202.0,3.0,11.0,N,Y,Y,N,N,N,N
6178,0.0,-18000.0,-17875.0,26.0,37608.0,1.0,18.0,N,N,N,N,N,N,N
6179,0.0,-900.0,21100.0,35.0,28755.0,7.0,12.0,Y,Y,Y,N,N,N,Y
6180,100.0,-100.0,35400.0,51.0,16968.0,4.0,13.0,Y,N,N,N,N,N,Y
6181,0.0,-200.0,-200.0,35.0,12960.0,4.0,14.0,N,Y,N,N,N,N,N
6182,4420.0,4190.0,4190.0,52.0,7704.0,1.0,12.0,N,N,N,N,N,N,N
6183,5099.0,5099.0,79099.0,37.0,21078.0,1.0,15.0,Y,Y,N,N,N,N,Y
6184,1275.0,-810.0,-810.0,36.0,38061.0,4.0,14.0,N,Y,Y,N,N,N,Y
6185,0.0,0.0,0.0,31.0,14400.0,1.0,12.0,N,N,N,N,N,N,N
6186,20300.0,15800.0,15800.0,32.0,86280.0,4.0,12.0,Y,Y,Y,N,N,N,N
6187,8049.0,7049.0,43049.0,30.0,36693.0,4.0,12.0,N,Y,Y,N,N,N,Y
6188,0.0,0.0,613.0,40.0,19200.0,2.0,14.0,N,N,N,N,N,N,N
6189,3900.0,-8400.0,-8400.0,31.0,46800.0,3.0,16.0,N,Y,Y,N,N,N,N
6190,500.0,-4200.0,250.0,40.0,31860.0,3.0,16.0,N,N,N,N,N,N,Y
6191,200.0,200.0,2700.0,37.0,17850.0,4.0,12.0,N,Y,N,N,N,N,Y
6192,2.0,-3088.0,-3088.0,45.0,28944.0,3.0,12.0,N,Y,N,N,N,N,N
6193,0.0,-18000.0,-8000.0,40.0,18900.0,6.0,9.0,N,Y,N,N,N,N,N
6194,2600.0,-4400.0,9500.0,37.0,38601.0,5.0,12.0,N,Y,Y,N,N,N,Y
6195,20399.0,19499.0,22849.0,49.0,21090.0,1.0,13.0,N,N,N,N,N,Y,N
6196,300.0,300.0,1400.0,27.0,19800.0,1.0,12.0,N,N,N,N,N,N,N
6197,500.0,-4850.0,-4850.0,39.0,28125.0,4.0,14.0,Y,Y,Y,N,N,N,N
6198,1449.0,-17051.0,37949.0,64.0,39339.0,2.0,12.0,Y,Y,Y,N,N,Y,Y
6199,1400.0,-7600.0,-3700.0,27.0,16830.0,1.0,14.0,N,N,N,N,N,N,N
6200,3499.0,7499.0,35499.0,63.0,24708.0,2.0,11.0,N,Y,Y,N,N,Y,Y
6201,73300.0,84248.0,346398.0,62.0,92598.0,2.0,18.0,Y,Y,Y,N,N,Y,Y
6202,11997.0,11997.0,306997.0,51.0,30456.0,3.0,12.0,N,Y,Y,N,N,N,Y
6203,300.0,-8900.0,-4550.0,30.0,28443.0,1.0,16.0,N,N,N,N,N,N,N
6204,0.0,-1050.0,36950.0,33.0,9288.0,3.0,10.0,N,N,N,N,N,N,Y
6205,0.0,0.0,500.0,33.0,20400.0,1.0,12.0,N,N,N,N,N,N,N
6206,720.0,699.0,5568.0,35.0,22113.0,1.0,13.0,Y,N,N,N,N,Y,Y
6207,4.0,-2996.0,15657.0,33.0,11376.0,3.0,12.0,N,N,N,N,N,N,Y
6208,0.0,-275.0,22725.0,27.0,17040.0,3.0,12.0,N,Y,N,N,N,N,Y
6209,0.0,0.0,27500.0,40.0,8262.0,5.0,4.0,N,Y,N,N,N,N,Y
6210,150.0,-8550.0,-3175.0,30.0,10560.0,5.0,12.0,N,Y,N,N,N,N,Y
6211,11550.0,13400.0,20400.0,26.0,32070.0,2.0,16.0,N,Y,Y,N,N,Y,N
6212,1200.0,15500.0,280500.0,39.0,52077.0,5.0,12.0,N,Y,Y,N,N,Y,Y
6213,1200.0,-20800.0,62700.0,30.0,41412.0,3.0,14.0,N,Y,Y,N,N,N,Y
6214,1500.0,0.0,500.0,64.0,30174.0,1.0,18.0,N,N,N,N,N,N,N
6215,100.0,100.0,2600.0,60.0,17328.0,2.0,14.0,N,N,N,N,N,N,Y
6216,4800.0,1800.0,3300.0,56.0,24672.0,1.0,12.0,N,N,N,N,N,N,N
6217,3010.0,442.0,40942.0,27.0,15735.0,1.0,16.0,N,N,N,N,N,Y,Y
6218,300.0,300.0,300.0,41.0,49980.0,5.0,12.0,N,Y,Y,N,N,N,N
6219,5000.0,3900.0,13900.0,28.0,42801.0,2.0,13.0,N,Y,Y,N,N,N,Y
6220,1450.0,650.0,24650.0,61.0,30513.0,2.0,11.0,N,Y,N,N,N,N,Y
6221,157.0,-8952.0,-7327.0,29.0,21405.0,3.0,14.0,N,N,N,N,N,N,N
6222,82499.0,99899.0,159899.0,56.0,53847.0,2.0,12.0,N,Y,N,N,N,Y,Y
6223,70.0,-8770.0,27229.0,30.0,25422.0,4.0,12.0,Y,Y,Y,N,N,N,Y
6224,96.0,96.0,65096.0,42.0,18540.0,3.0,12.0,N,Y,N,N,N,N,Y
6225,299.0,-4001.0,172999.0,38.0,13278.0,4.0,12.0,N,N,N,N,N,N,Y
6226,35300.0,34450.0,67450.0,31.0,42750.0,2.0,12.0,N,Y,Y,N,N,N,Y
6227,266968.0,236331.0,726456.0,50.0,65901.0,4.0,15.0,N,Y,Y,N,N,Y,Y
6228,50.0,-21450.0,-12407.0,41.0,26901.0,2.0,15.0,N,N,N,N,N,N,N
6229,0.0,0.0,8500.0,55.0,32640.0,3.0,13.0,N,Y,Y,N,N,N,N
6230,0.0,0.0,60500.0,45.0,7752.0,1.0,1.0,N,N,N,N,N,N,Y
6231,18000.0,17200.0,22442.0,56.0,20310.0,2.0,12.0,N,N,N,N,N,N,N
6232,3200.0,2700.0,105700.0,34.0,21672.0,5.0,9.0,N,Y,N,N,N,N,Y
6233,75.0,-1025.0,2575.0,39.0,37431.0,4.0,12.0,N,Y,Y,Y,N,N,N
6234,100.0,100.0,1600.0,25.0,18258.0,1.0,12.0,N,N,N,Y,N,N,N
6235,1777.0,977.0,54177.0,43.0,47946.0,3.0,12.0,Y,Y,Y,Y,N,N,Y
6236,5100.0,80020.0,190520.0,46.0,99372.0,5.0,12.0,N,Y,N,Y,Y,Y,Y
6237,583.0,583.0,583.0,44.0,24678.0,3.0,12.0,Y,N,N,Y,N,N,N
6238,125600.0,215600.0,386600.0,53.0,111282.0,4.0,18.0,N,Y,Y,Y,Y,Y,Y
6239,4600.0,5731.0,10806.0,40.0,44730.0,1.0,12.0,N,N,N,Y,Y,N,Y
6240,15250.0,48684.0,140684.0,59.0,39609.0,2.0,14.0,N,Y,N,Y,N,Y,Y
6241,14.0,964.0,964.0,37.0,18540.0,5.0,12.0,Y,N,N,Y,Y,N,N
6242,22979.0,21948.0,66948.0,57.0,54723.0,2.0,14.0,Y,Y,Y,Y,Y,N,Y
6243,80000.0,182500.0,289500.0,50.0,104400.0,3.0,18.0,N,Y,Y,Y,Y,Y,Y
6244,3510.0,-18890.0,270110.0,48.0,37338.0,7.0,13.0,N,Y,Y,Y,N,Y,Y
6245,1100.0,-7061.0,108539.0,50.0,45762.0,4.0,12.0,N,Y,Y,Y,Y,N,Y
6246,44656.0,46987.0,196987.0,64.0,60060.0,2.0,12.0,N,Y,N,Y,Y,N,Y
6247,8400.0,10960.0,20310.0,42.0,34764.0,3.0,18.0,N,N,N,Y,Y,Y,Y
6248,2175.0,9675.0,35375.0,39.0,38856.0,4.0,12.0,N,Y,Y,Y,Y,N,Y
6249,600.0,7600.0,7600.0,51.0,37965.0,4.0,12.0,N,Y,Y,Y,Y,N,N
6250,7000.0,7000.0,27000.0,30.0,20640.0,4.0,12.0,N,Y,N,Y,N,N,Y
6251,9296.0,5696.0,11071.0,33.0,36963.0,1.0,14.0,Y,N,N,Y,Y,N,Y
6252,1000.0,700.0,700.0,37.0,24333.0,5.0,12.0,N,Y,N,Y,Y,N,N
6253,9000.0,8520.0,52720.0,46.0,47655.0,2.0,16.0,Y,Y,Y,Y,N,N,Y
6254,1990.0,3490.0,32065.0,37.0,26895.0,1.0,12.0,Y,N,N,Y,Y,N,Y
6255,10249.0,60249.0,101074.0,60.0,20796.0,2.0,8.0,Y,N,N,Y,Y,N,Y
6256,500.0,-500.0,72500.0,31.0,32412.0,8.0,12.0,N,Y,Y,Y,N,N,Y
6257,35.0,19205.0,110905.0,55.0,37026.0,2.0,12.0,Y,Y,Y,Y,Y,Y,Y
6258,2775.0,1675.0,291675.0,31.0,69537.0,3.0,17.0,N,Y,N,Y,N,N,Y
6259,250.0,-1000.0,24000.0,43.0,29544.0,4.0,12.0,N,Y,N,Y,N,N,Y
6260,6150.0,24250.0,51250.0,37.0,93090.0,4.0,13.0,N,Y,Y,Y,Y,Y,Y
6261,6200.0,11055.0,36080.0,48.0,21420.0,3.0,12.0,N,N,N,Y,Y,N,Y
6262,31000.0,36000.0,78500.0,56.0,25143.0,3.0,13.0,N,N,N,Y,Y,N,Y
6263,8000.0,29800.0,81050.0,34.0,50442.0,1.0,17.0,Y,N,N,Y,Y,Y,Y
6264,600.0,20600.0,20600.0,61.0,32490.0,3.0,10.0,Y,N,N,Y,Y,N,N
6265,16499.0,50299.0,81099.0,32.0,90729.0,2.0,18.0,N,Y,Y,Y,Y,Y,Y
6266,23000.0,42600.0,52775.0,28.0,42540.0,1.0,18.0,N,N,N,Y,Y,Y,N
6267,2500.0,350.0,36350.0,29.0,35670.0,4.0,12.0,Y,Y,Y,Y,N,N,Y
6268,2024.0,75554.0,268054.0,35.0,86472.0,4.0,16.0,Y,Y,Y,Y,Y,Y,Y
6269,7796.0,-5825.0,175.0,34.0,79269.0,2.0,16.0,N,Y,Y,Y,N,N,N
6270,999.0,399.0,52399.0,36.0,64971.0,4.0,12.0,N,Y,N,Y,N,N,Y
6271,1698.0,-802.0,16579.0,41.0,35772.0,4.0,12.0,N,Y,Y,Y,N,N,Y
6272,200.0,-2910.0,-2910.0,50.0,24114.0,6.0,11.0,N,Y,N,Y,Y,N,N
6273,2748.0,-11892.0,127608.0,41.0,37242.0,4.0,8.0,N,Y,Y,Y,Y,N,Y
6274,20500.0,34000.0,217750.0,30.0,62652.0,1.0,16.0,Y,N,N,Y,Y,N,Y
6275,34300.0,34300.0,624300.0,63.0,41991.0,2.0,12.0,N,Y,N,Y,N,N,Y
6276,8548.0,3748.0,27748.0,33.0,58026.0,3.0,12.0,N,Y,Y,Y,Y,N,Y
6277,1999.0,18699.0,218699.0,55.0,34770.0,5.0,12.0,Y,Y,Y,Y,Y,Y,Y
6278,50.0,-2250.0,-50.0,31.0,19506.0,3.0,14.0,N,N,N,Y,Y,N,N
6279,35639.0,123639.0,237100.0,43.0,29466.0,2.0,18.0,N,N,N,Y,Y,Y,Y
6280,800.0,200.0,23200.0,45.0,29838.0,4.0,8.0,N,Y,N,Y,Y,N,Y
6281,0.0,0.0,3800.0,42.0,29070.0,2.0,1.0,N,N,N,Y,N,N,Y
6282,19999.0,73999.0,163674.0,61.0,31017.0,1.0,12.0,Y,N,N,Y,Y,Y,Y
6283,18500.0,105151.0,110151.0,41.0,39780.0,2.0,12.0,N,Y,Y,Y,Y,Y,N
6284,500.0,-4000.0,-4000.0,40.0,35718.0,2.0,12.0,N,Y,Y,Y,Y,N,N
6285,8000.0,22440.0,65940.0,57.0,52632.0,2.0,12.0,N,Y,N,Y,Y,Y,Y
6286,1200.0,-4400.0,-525.0,25.0,27615.0,1.0,14.0,N,N,N,Y,Y,N,N
6287,3750.0,20050.0,22096.0,31.0,58275.0,1.0,15.0,Y,N,N,Y,Y,Y,Y
6288,600.0,37750.0,445100.0,57.0,53004.0,1.0,18.0,Y,N,N,Y,Y,Y,Y
6289,4050.0,550.0,23946.0,26.0,29580.0,1.0,16.0,Y,N,N,Y,N,N,Y
6290,40365.0,123365.0,213365.0,56.0,42417.0,3.0,8.0,N,Y,Y,Y,Y,Y,Y
6291,15.0,15.0,15.0,49.0,24450.0,1.0,13.0,Y,N,N,Y,N,N,N
6292,5099.0,-21901.0,12499.0,30.0,100302.0,1.0,18.0,N,N,N,Y,Y,N,Y
6293,510.0,-55.0,1064.0,36.0,15780.0,2.0,12.0,Y,N,N,Y,N,N,N
6294,9500.0,24000.0,30275.0,29.0,60600.0,1.0,16.0,N,N,N,Y,Y,N,N
6295,2500.0,-7600.0,-7600.0,28.0,28764.0,1.0,16.0,N,N,N,Y,Y,N,N
6296,381.0,10381.0,15581.0,38.0,23790.0,5.0,12.0,N,Y,N,Y,Y,N,Y
6297,9999.0,102799.0,265799.0,64.0,103431.0,2.0,12.0,N,Y,N,Y,Y,Y,Y
6298,220.0,-3780.0,3770.0,26.0,42222.0,2.0,18.0,Y,Y,Y,Y,N,N,Y
6299,0.0,1000.0,1266.0,43.0,5379.0,1.0,11.0,N,N,N,Y,Y,N,N
6300,0.0,-19000.0,-19000.0,26.0,22695.0,1.0,16.0,Y,N,N,Y,N,N,N
6301,2900.0,-27700.0,17300.0,40.0,46026.0,3.0,12.0,Y,Y,Y,Y,N,Y,Y
6302,3400.0,15200.0,31200.0,29.0,53172.0,3.0,18.0,Y,Y,Y,Y,Y,N,Y
6303,130229.0,130229.0,265229.0,50.0,58176.0,2.0,12.0,N,Y,N,Y,N,N,Y
6304,519.0,17519.0,97519.0,41.0,109587.0,5.0,14.0,N,Y,Y,Y,N,Y,Y
6305,301000.0,322000.0,562679.0,62.0,64545.0,1.0,18.0,Y,N,N,Y,N,Y,Y
6306,3420.0,37920.0,121120.0,33.0,42816.0,4.0,13.0,N,Y,Y,Y,Y,N,Y
6307,25274.0,26874.0,114474.0,32.0,112500.0,2.0,14.0,N,Y,Y,Y,Y,Y,Y
6308,0.0,-30000.0,30000.0,62.0,21276.0,2.0,9.0,N,Y,N,Y,N,N,Y
6309,5245.0,8345.0,27145.0,38.0,35718.0,3.0,12.0,N,Y,Y,Y,Y,N,Y
6310,725.0,4325.0,6825.0,32.0,22872.0,1.0,15.0,Y,N,N,Y,Y,N,N
6311,2534.0,13034.0,258034.0,51.0,53700.0,4.0,12.0,N,Y,N,Y,Y,N,Y
6312,500.0,50.0,60050.0,59.0,30000.0,3.0,12.0,N,Y,N,Y,N,N,Y
6313,3048.0,31848.0,182348.0,38.0,57480.0,4.0,16.0,N,Y,Y,Y,Y,Y,Y
6314,4398.0,-4602.0,65398.0,59.0,36864.0,2.0,12.0,N,Y,N,Y,N,Y,Y
6315,310.0,-190.0,52035.0,46.0,27900.0,1.0,16.0,Y,N,N,Y,N,N,Y
6316,0.0,-5550.0,7450.0,27.0,21921.0,4.0,10.0,N,Y,Y,Y,Y,N,Y
6317,1199.0,7989.0,7989.0,58.0,19878.0,3.0,14.0,Y,Y,N,Y,Y,N,N
6318,5754.0,31230.0,75599.0,43.0,45798.0,4.0,18.0,N,Y,Y,Y,Y,Y,Y
6319,0.0,-750.0,2594.0,27.0,24603.0,2.0,12.0,N,Y,Y,Y,N,N,N
6320,900.0,-32500.0,-16275.0,44.0,57306.0,1.0,13.0,Y,N,N,Y,N,N,Y
6321,100.0,400.0,3375.0,28.0,30129.0,1.0,12.0,Y,N,N,Y,Y,N,N
6322,20.0,-30480.0,-30480.0,51.0,9435.0,3.0,16.0,Y,N,N,Y,N,N,N
6323,32050.0,42050.0,122050.0,38.0,76941.0,4.0,15.0,N,Y,Y,Y,N,Y,N
6324,35000.0,36500.0,70500.0,56.0,34743.0,4.0,12.0,N,Y,Y,Y,Y,Y,Y
6325,5648.0,3038.0,21038.0,30.0,47001.0,2.0,16.0,N,Y,Y,Y,Y,Y,Y
6326,449.0,1449.0,1449.0,36.0,44175.0,3.0,12.0,N,Y,Y,Y,Y,N,N
6327,115.0,115.0,10213.0,32.0,17520.0,5.0,14.0,N,Y,N,Y,N,N,N
6328,1000.0,18800.0,117800.0,27.0,43275.0,3.0,18.0,Y,Y,Y,Y,Y,N,Y
6329,20689.0,19689.0,35789.0,30.0,64944.0,4.0,12.0,N,Y,N,Y,N,N,Y
6330,600.0,2859.0,14359.0,35.0,27600.0,3.0,12.0,N,Y,Y,Y,Y,Y,Y
6331,14600.0,36540.0,72040.0,43.0,59757.0,2.0,14.0,N,Y,Y,Y,Y,N,Y
6332,850.0,-4408.0,35125.0,38.0,29391.0,1.0,12.0,Y,N,N,Y,N,N,Y
6333,500.0,-1500.0,10596.0,35.0,41526.0,2.0,12.0,Y,Y,Y,Y,N,N,N
6334,3225.0,2425.0,53425.0,41.0,51981.0,4.0,12.0,N,Y,Y,Y,N,N,Y
6335,3030.0,-26670.0,43891.0,34.0,36411.0,2.0,18.0,Y,N,N,Y,Y,N,Y
6336,10300.0,27000.0,106000.0,37.0,66303.0,4.0,12.0,Y,Y,Y,Y,Y,Y,Y
6337,600.0,100.0,1100.0,30.0,23112.0,3.0,12.0,N,Y,Y,Y,N,N,N
6338,20000.0,97300.0,327300.0,47.0,116001.0,3.0,15.0,N,Y,Y,Y,Y,Y,Y
6339,600.0,5100.0,11225.0,35.0,27600.0,1.0,16.0,Y,N,N,Y,Y,N,Y
6340,1385.0,5335.0,116437.0,54.0,31098.0,2.0,12.0,N,Y,N,Y,Y,N,Y
6341,20.0,3020.0,62220.0,43.0,24630.0,2.0,12.0,N,Y,N,Y,Y,N,Y
6342,800.0,800.0,3800.0,31.0,23235.0,1.0,14.0,Y,N,N,Y,N,N,N
6343,7500.0,11000.0,36000.0,54.0,66018.0,2.0,14.0,N,Y,Y,Y,Y,N,Y
6344,3949.0,37049.0,157049.0,46.0,44154.0,3.0,12.0,Y,Y,Y,Y,Y,Y,Y
6345,103998.0,96498.0,120498.0,40.0,86292.0,4.0,16.0,N,Y,N,Y,N,N,Y
6346,485.0,-3015.0,916.0,33.0,23730.0,4.0,12.0,N,Y,Y,Y,N,N,Y
6347,255863.0,250863.0,477863.0,63.0,98712.0,3.0,16.0,Y,Y,Y,Y,N,N,Y
6348,520.0,-19280.0,-18780.0,27.0,21729.0,1.0,12.0,N,N,N,Y,N,N,N
6349,12047.0,17047.0,19997.0,55.0,20898.0,1.0,14.0,Y,N,N,Y,Y,N,N
6350,8000.0,30200.0,32625.0,50.0,42780.0,1.0,12.0,Y,N,N,Y,Y,N,N
6351,13374.0,13374.0,64474.0,50.0,39240.0,3.0,9.0,Y,Y,N,Y,N,N,Y
6352,16699.0,22499.0,22499.0,53.0,28896.0,3.0,9.0,N,Y,Y,Y,Y,N,Y
6353,150.0,-10550.0,4426.0,25.0,31635.0,3.0,12.0,Y,Y,Y,Y,N,N,Y
6354,16000.0,54000.0,69888.0,42.0,46659.0,1.0,17.0,N,N,N,Y,Y,Y,Y
6355,2160.0,-8440.0,29060.0,31.0,20853.0,1.0,13.0,Y,N,N,Y,N,N,Y
6356,107.0,-9893.0,-9893.0,41.0,39162.0,1.0,16.0,Y,N,N,Y,N,N,N
6357,45958.0,42558.0,46224.0,35.0,36234.0,1.0,16.0,N,N,N,Y,Y,N,N
6358,2500.0,3700.0,102366.0,44.0,26880.0,1.0,13.0,Y,N,N,Y,Y,N,N
6359,6000.0,10200.0,70200.0,27.0,82068.0,2.0,16.0,Y,Y,Y,Y,Y,N,Y
6360,8400.0,14538.0,234538.0,48.0,115527.0,3.0,15.0,Y,Y,Y,Y,N,Y,Y
6361,800.0,7500.0,30500.0,37.0,38208.0,4.0,12.0,N,Y,Y,Y,Y,Y,Y
6362,4500.0,7100.0,71275.0,26.0,59100.0,1.0,16.0,N,N,N,Y,N,Y,Y
6363,3265.0,7286.0,38186.0,53.0,40125.0,2.0,12.0,N,Y,N,Y,Y,N,Y
6364,3400.0,-37504.0,-37504.0,27.0,17364.0,2.0,12.0,N,Y,Y,Y,Y,N,N
6365,3449.0,-16351.0,162649.0,38.0,49704.0,4.0,12.0,N,Y,Y,Y,Y,N,Y
6366,1400.0,1400.0,7975.0,44.0,24996.0,1.0,12.0,Y,N,N,Y,N,N,N
6367,47010.0,39410.0,99410.0,36.0,38136.0,4.0,12.0,N,Y,N,Y,Y,N,Y
6368,50.0,7050.0,9175.0,41.0,25707.0,1.0,16.0,Y,N,N,Y,Y,Y,N
6369,5000.0,5300.0,40300.0,38.0,38400.0,4.0,18.0,N,Y,N,Y,Y,N,Y
6370,2000.0,4000.0,305000.0,29.0,25059.0,7.0,8.0,N,Y,Y,Y,Y,N,Y
6371,23300.0,50300.0,375300.0,37.0,36417.0,5.0,12.0,N,Y,Y,Y,Y,Y,Y
6372,655.0,4900.0,7566.0,29.0,18315.0,1.0,12.0,Y,N,N,Y,Y,N,N
6373,8055.0,16255.0,42255.0,38.0,40362.0,4.0,16.0,N,Y,Y,Y,Y,N,Y
6374,52700.0,79900.0,156400.0,47.0,102630.0,4.0,16.0,N,Y,Y,Y,Y,Y,Y
6375,217.0,-1122.0,44403.0,42.0,32439.0,1.0,13.0,N,N,N,Y,N,Y,Y
6376,1423.0,45423.0,93423.0,40.0,81216.0,4.0,12.0,Y,Y,Y,Y,Y,N,Y
6377,1500.0,7000.0,14400.0,25.0,33630.0,1.0,16.0,N,N,N,Y,Y,N,N
6378,5500.0,5780.0,5780.0,36.0,44130.0,1.0,12.0,N,N,N,Y,Y,N,N
6379,35150.0,81000.0,148350.0,43.0,76581.0,3.0,12.0,N,Y,Y,Y,Y,Y,Y
6380,50000.0,49370.0,125520.0,43.0,33636.0,2.0,18.0,Y,N,N,Y,N,N,N
6381,4200.0,-1111.0,7589.0,31.0,50520.0,3.0,13.0,N,Y,Y,Y,N,N,Y
6382,24000.0,43300.0,122200.0,53.0,60282.0,3.0,13.0,Y,Y,Y,Y,Y,Y,Y
6383,2400.0,13400.0,19700.0,45.0,32973.0,1.0,17.0,Y,N,N,Y,Y,N,N
6384,60550.0,61000.0,85000.0,32.0,59667.0,2.0,18.0,N,Y,Y,Y,Y,N,Y
6385,7073.0,-5687.0,64313.0,44.0,67428.0,4.0,18.0,Y,Y,Y,Y,N,Y,Y
6386,20000.0,56600.0,206600.0,35.0,102705.0,2.0,16.0,Y,Y,Y,Y,Y,N,Y
6387,29699.0,83199.0,220199.0,60.0,25542.0,3.0,18.0,Y,Y,N,Y,Y,Y,Y
6388,4200.0,25700.0,145900.0,54.0,68760.0,5.0,13.0,Y,Y,Y,Y,Y,N,Y
6389,6501.0,14709.0,49459.0,42.0,58182.0,4.0,16.0,N,Y,N,Y,Y,N,Y
6390,299.0,6299.0,10930.0,34.0,32226.0,3.0,12.0,N,N,N,Y,Y,N,N
6391,1068.0,3728.0,34678.0,52.0,32973.0,1.0,12.0,Y,N,N,Y,Y,N,Y
6392,3252.0,1252.0,5627.0,25.0,37194.0,1.0,16.0,N,N,N,Y,Y,N,N
6393,3449.0,16749.0,157249.0,46.0,61044.0,2.0,12.0,Y,Y,Y,Y,Y,Y,Y
6394,2000.0,49750.0,159750.0,46.0,58611.0,4.0,12.0,Y,Y,Y,Y,Y,N,Y
6395,180.0,1680.0,5680.0,33.0,20130.0,3.0,14.0,N,N,N,Y,Y,N,Y
6396,19499.0,54249.0,164249.0,61.0,13596.0,2.0,13.0,N,Y,N,Y,Y,Y,Y
6397,560.0,5160.0,44759.0,49.0,23976.0,2.0,12.0,N,N,N,Y,Y,N,Y
6398,1400.0,-600.0,15700.0,53.0,61407.0,4.0,16.0,N,N,N,Y,N,N,N
6399,3500.0,2300.0,5650.0,30.0,29958.0,1.0,16.0,N,N,N,Y,N,N,N
6400,20000.0,49043.0,124868.0,64.0,27000.0,1.0,16.0,Y,N,N,Y,N,Y,Y
6401,9000.0,8190.0,12190.0,27.0,38640.0,2.0,16.0,Y,Y,Y,Y,Y,N,N
6402,0.0,0.0,1000.0,39.0,28050.0,5.0,12.0,Y,Y,Y,Y,N,N,N
6403,6150.0,46150.0,83537.0,43.0,46857.0,3.0,16.0,N,Y,Y,Y,Y,Y,Y
6404,19085.0,37857.0,45882.0,39.0,69009.0,1.0,14.0,N,N,N,Y,Y,Y,N
6405,13049.0,11669.0,48169.0,31.0,64038.0,2.0,16.0,N,Y,Y,Y,Y,N,Y
6406,1250.0,1250.0,53250.0,33.0,27033.0,4.0,12.0,N,Y,N,Y,N,N,Y
6407,700.0,48200.0,55796.0,27.0,30015.0,1.0,17.0,N,N,N,Y,Y,N,N
6408,10419.0,21019.0,120615.0,32.0,46665.0,2.0,15.0,N,Y,N,Y,Y,Y,Y
6409,10149.0,7349.0,108349.0,58.0,33471.0,3.0,10.0,N,Y,N,Y,Y,N,Y
6410,3700.0,11900.0,93204.0,42.0,26718.0,1.0,18.0,N,N,N,Y,Y,Y,Y
6411,100.0,-365.0,1135.0,35.0,27840.0,2.0,14.0,N,N,N,Y,Y,N,N
6412,0.0,-3240.0,4760.0,34.0,45600.0,5.0,13.0,N,Y,Y,Y,Y,N,Y
6413,999.0,15999.0,161999.0,58.0,45285.0,2.0,11.0,N,Y,Y,Y,N,Y,Y
6414,1040.0,-1960.0,59040.0,38.0,49560.0,4.0,16.0,Y,Y,Y,Y,N,N,Y
6415,352475.0,281100.0,493600.0,62.0,58848.0,2.0,12.0,N,Y,N,Y,N,N,Y
6416,2400.0,13400.0,112400.0,36.0,26136.0,5.0,12.0,N,Y,N,Y,Y,N,Y
6417,5200.0,5800.0,115450.0,44.0,31833.0,2.0,16.0,Y,N,N,Y,N,Y,Y
6418,3050.0,50.0,21550.0,44.0,41298.0,4.0,17.0,N,Y,Y,Y,N,N,Y
6419,70300.0,105150.0,122150.0,33.0,73308.0,3.0,12.0,N,Y,N,Y,Y,Y,Y
6420,2240.0,-3760.0,5240.0,33.0,49776.0,3.0,12.0,Y,Y,Y,Y,Y,N,Y
6421,5785.0,13470.0,53985.0,30.0,54594.0,1.0,18.0,Y,N,N,Y,Y,N,Y
6422,14570.0,72970.0,79070.0,63.0,37374.0,2.0,12.0,Y,Y,N,Y,Y,N,Y
6423,7199.0,37099.0,207799.0,64.0,30432.0,1.0,16.0,N,N,N,Y,Y,Y,Y
6424,550.0,2850.0,6350.0,38.0,24945.0,1.0,12.0,N,N,N,Y,Y,N,Y
6425,1100.0,-1900.0,28325.0,42.0,27231.0,1.0,13.0,Y,N,N,Y,N,N,N
6426,7499.0,17269.0,187269.0,47.0,37962.0,3.0,12.0,Y,Y,Y,Y,N,Y,Y
6427,49999.0,55999.0,62349.0,39.0,32253.0,1.0,18.0,Y,N,N,Y,Y,N,N
6428,1100.0,275.0,21275.0,33.0,45624.0,5.0,12.0,N,Y,N,Y,Y,Y,Y
